event_id,info,args
5f5b2617,"This event occurs when the player hovers the mouse over an interactive object. It contains information about the object under the mouse, and the duration of the hover. This event can be used to diagnose things like planning (are they hovering the mouse over tiles for long periods before they use those tiles), and determine which objects the player thinks are important.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""dwell_time"",""type"":""int"",""info"":""how long the mouse cursor dwells over the object when the player dwells for longer than 1sec""},{""name"":""object"",""type"":""string"",""info"":""the object or piece of art the player clicked on""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
832735e1,"The system-initiated instruction event occurs when the game delivers instructions to the player. It contains information that describes the content of the instruction. This event differs from events 3020 and 3021 as it captures instructions that are not given in response to player action. These events are used to determine the effectiveness of the instructions. We can answer questions like ""did players who received instruction X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
47efca07,This event occurs when the player clicks on the help button. It contains information about the state of the game that caused the player to seek help. This event is usually followed by a 3010 (system-initiated instruction) event. It helps identify points that players feel are too difficult.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""previous_jars"",""type"":""array->object"",""info"":""list of jars filled on previous rounds:\n[[{“color”: string – color of sand in first layer of the first jar, “amount”: int – amount of sand in the first layer of the first jar}, {“color”: string – color of sand in second layer of the first jar, “amount”: int – amount of sand in the second layer of the first jar}, etc.], [{“color”: string – color of sand in first layer of the second jar, “amount”: int – amount of sand in the first layer of the second jar}, {“color”: string – color of sand in second layer of the second jar, “amount”: int – amount of sand in the second layer of the second jar}, etc.], etc.]""},{""name"":""bottles"",""type"":""array->object"",""info"":""list of bottles of sand in the resource area from left to right:\n[{“color”: string – color of sand in first bottle, “amount”: int – amount of sand in the first bottle}, {“color”: string – color of sand in second bottle, “amount”: int – amount of sand in the second bottle}, etc.]""},{""name"":""jar"",""type"":""array->object"",""info"":""list of layers of sand added to the jar from bottom to top:\n[{“color”: string – color of sand in first layer, “amount”: int – amount of sand in the first layer}, {“color”: string – color of sand in second layer, “amount”: int – amount of sand in the second layer}, etc.]""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
2dc29e21,"This event occurs when the player places a dinosaur in a house. It contains information about the dinosaur that was placed, the correctness of the action, and where the placement occurred. This event is used to diagnose player strategies and understanding.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""dinosaur"",""type"":""string"",""info"":""name of the dinosaur that was placed""},{""name"":""house"",""type"":""object"",""info"":""properties of the house where the dinosaur was placed\r\ndictionary:\r\n{“size”:integer - size of the house, “position”:integer – position of the house with 1 being far left position}""},{""name"":""size"",""type"":""int"",""info"":""size of the dinosaur that was placed""},{""name"":""correct"",""type"":""boolean"",""info"":""was this the correct house to place the dinosaur?""},{""name"":""dinosaurs"",""type"":""array->object"",""info"":""list containing information about the dinosaurs in the round ordered from left to right. use “none” dinosaurs already placed\r\narray containing dictionaries:\r\n[{“name”: string – name of first dinosaur, “size”:integer – size of first dinosaur}, {“name”: string – name of second dinosaur, “size”:integer – size of second dinosaur}, …]""},{""name"":""coordinates"",""type"":""object"",""info"":""dictionary: \r\n    {\""x\"":integer, \""y\"":integer, \""stage_width\"":integer, \""stage_height\"":integer}\r\n    the game screen coordinates of the mouse click""},{""name"":""duration"",""type"":""int"",""info"":""the time in milliseconds that the dinosaur was “held”""},{""name"":""dinosaurs_placed"",""type"":""array->object"",""info"":""list containing information about the dinosaurs placed in the houses from left to right. use “none” for dinosaurs not yet placed\r\narray containing dictionaries:\r\n[{“name”: string – name of first dinosaur, “size”:integer – size of first dinosaur}, {“name”: string – name of second dinosaur, “size”:integer – size of second dinosaur}, …]\r\n""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
01ca3a3c,This event occurs when the player hovers the mouse over an interactive object. It contains information about the object under the mouse and the duration of the hover. This event can be used to diagnose things like planning (are they hovering the mouse over tiles for long periods before they use those tiles) and determine which objects the player thinks are important.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""dwell_time"",""type"":""int"",""info"":""how long the mouse cursor dwells over the object when the player dwells for longer than 1sec""},{""name"":""object"",""type"":""string"",""info"":""the object or piece of art the player clicked on""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
6077cc36,"This event occurs when the player hovers the mouse over an interactive object. It contains information about the object under the mouse, and the duration of the hover. This event can be used to diagnose things like planning (are they hovering the mouse over tiles for long periods before they use those tiles), and determine which objects the player thinks are important.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""dwell_time"",""type"":""int"",""info"":""how long the mouse cursor dwells over the object when the player dwells for longer than 1sec""},{""name"":""object"",""type"":""string"",""info"":""the object or piece of art the player clicked on""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
26fd2d99,"The start round event is triggered at the start of a round. This event provides information about the game characteristics of the round (i.e. resources, objectives, setup). It is used in calculating things like time spent in a round (for speed and accuracy), attempts at solving a round, and the number of rounds the player has visited (exposures).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""the number of the round that is about to start""},{""name"":""level"",""type"":""int"",""info"":""number of the current level when the event takes place or 0 if no level""},{""name"":""round_target"",""type"":""object"",""info"":""\""size\"": size of item needed to pass round with 1 being the smallest size\r\n\""type\"": type of item being selected e.g. tub, water, soap\r\n\""animal\"": the animal the player is selecting an item for""},{""name"":""options"",""type"":""array->int"",""info"":""list of the sizes of the items from left to right""},{""name"":""animals"",""type"":""array->string"",""info"":""list of animals from left to right (pig, cow, sheep, etc)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
73757a5e,"The system-initiated feedback (Correct) event occurs when the game starts delivering feedback to the player in response to a correct round attempt (pressing the go button with the correct answer). It contains information that describes the content of the instruction, and will likely occur in conjunction with a beat round event. These events are used to determine the effectiveness of the feedback. We can answer questions like, ""did players who received feedback X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""level"",""type"":""int"",""info"":""number of the current level when the event takes place or 0 if no level""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
0d18d96c,This event occurs when the player drags a mushroom to someplace other than an acceptable destination for the mushroom. It contains information about the mushroom being moved and the destination. The event should occur when the drag is released and the mushroom is placed. These events are used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""height"",""type"":""int"",""info"":""height of the mushroom that was dragged""},{""name"":""source"",""type"":""string"",""info"":""“left”, “middle”, “right” or “resources” - location the mushroom was dragged from""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the placement\n{“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the drag in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
731c0cbe,"This event occurs when the player clicks on the character that provides a hint (Sorry, I don't know his name). It contains information about the state of the game when the player chooses to seek help. This event is usually followed by a 3010 (system-initiated instruction) event. It helps identify points that players feel are too difficult.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""hats"",""type"":""array->int"",""info"":""list of hats placed on the birds from left to right""},{""name"":""caterpillars"",""type"":""array->int"",""info"":""list of the heights of caterpillars ""},{""name"":""mode"",""type"":""string"",""info"":""“hats” or “caterpillars” – current mode when the help button is clicked""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
fbaf3456,"This event occurs when the player picks up a mushroom by clicking on it, or begins dragging a mushroom. It contains information about the mushroom that was picked up and the position of the mushroom. This event is used to calculate accuracy and to diagnose player strategies and understanding.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""height"",""type"":""int"",""info"":""height of the mushroom that was picked up""},{""name"":""stumps"",""type"":""array->int"",""info"":""list of mushroom heights placed on the stumps from left to right after the placement occurs""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the placement\n{“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}""},{""name"":""source"",""type"":""string"",""info"":""“left”, “middle”, “right” or “resources” - location the mushroom was dragged from""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
9b23e8ee,"The start game event is triggered at the very beginning of the level (after the game finishes loading, don't wait for intro movie to finish). This is used to compute things like time spent in game.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""version"",""type"":""string"",""info"":""identifier of the current version of the game being played""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
e080a381,This event occurs when the player clicks on the character that provides a hint (Sorry I don't know his name). It contains information about the state of the game when the player chooses to seek help. This event is usually followed by a 3010 (system-initiated instruction) event. It helps identify points that players feel are too difficult.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""scale_weights"",""type"":""int"",""info"":""the new number of weights on the scale after the weight is placed""},{""name"":""target_weight"",""type"":""int"",""info"":""the weight of the object""},{""name"":""table_weights"",""type"":""int"",""info"":""number of weights on the table""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
2a512369,"The end of system-initiated instruction event occurs when the game finishes delivering instructions to the player. It contains information that describes the content of the instruction including duration. These events are used to determine the effectiveness of the instructions and the amount of time they consume. We can answer questions like ""how much time elapsed while the game was presenting instruction?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
7961e599,The start round event is triggered at the start of a round. This event provides information about the game characteristics of the round (i.e. resources objectives setup). It is used in calculating things like time spent in a round (for speed and accuracy) attempts at solving a round and the number of rounds the player has visited (exposures).,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""the number of the round that is about to start""},{""name"":""target_water_level"",""type"":""int"",""info"":""level the water must reach to pass the round""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
f806dc10,The start round event is triggered at the start of a round. This event provides information about the game characteristics of the round (i.e. resources objectives setup). It is used in calculating things like time spent in a round (for speed and accuracy) attempts at solving a round and the number of rounds the player has visited (exposures).,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""the number of the round that is about to start""},{""name"":""shells"",""type"":""array->int"",""info"":""list of shell sizes from left to right""},{""name"":""holes"",""type"":""array->int"",""info"":""list of water holes from left to right""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
d185d3ea,This event occurs when the player drags a piece of food from the resources to someplace other than the scale in the play area. It contains information about the food being moved the destination and the state of the game area. This event is used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""weight"",""type"":""int"",""info"":""weight of the food that was placed""},{""name"":""resources"",""type"":""array->int"",""info"":""list of the weights of food options in the resource area after the event occurs""},{""name"":""coordinates"",""type"":""object"",""info"":""dictionary: \n    {\""x\"":integer, \""y\"":integer, \""stage_width\"":integer, \""stage_height\"":integer}\n    the game screen coordinates of the mouse click""},{""name"":""duration"",""type"":""int"",""info"":""the time in milliseconds that the food was held""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
74e5f8a7,This event occurs when the player clicks on one of the watering holes while holding a shell filled with water. It contains information about the state of the game and the correctness of the action. This event is used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""shell_size"",""type"":""int"",""info"":""size of the shell being poured""},{""name"":""position"",""type"":""int"",""info"":""position  the shell was picked up from with 1 being the far left shell""},{""name"":""correct"",""type"":""boolean"",""info"":""was this the correct shell size?""},{""name"":""holes"",""type"":""array->object"",""info"":""list of the states of the watering holes after the event occurs\r\n[{“size”: size of first watering hole, “filled”: is the first watering hole filled?}, {“size”: size of second watering hole, “filled”: is the second watering hole filled?}, etc.]""},{""name"":""coordinates"",""type"":""object"",""info"":""dictionary: \r\n    {\""x\"":integer, \""y\"":integer, \""stage_width\"":integer, \""stage_height\"":integer}\r\n    the game screen coordinates of the mouse click""},{""name"":""hole_position"",""type"":""int"",""info"":""position of the hole in which water was dropped""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
6bf9e3e1,This event occurs when the player drags a bowl to the scale. It contains information about the bowl being moved the destination and the state of the game area. This event is used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""source"",""type"":""string"",""info"":""\""scale\"" or \""resources\"" where the bowl was picked up from""},{""name"":""has_toy"",""type"":""boolean"",""info"":""does this bowl have the toy in it?""},{""name"":""bowl_id"",""type"":""int"",""info"":""identifier of the bowl being placed. corresponds with starting position in resource area""},{""name"":""scale_contents"",""type"":""array->string"",""info"":""list of items on the scale""},{""name"":""position"",""type"":""int"",""info"":""position where the bowl was picked up from with 1 being the left side of the scale or resource area""},{""name"":""coordinates"",""type"":""object"",""info"":""dictionary: \n    {\""x\"":integer, \""y\"":integer, \""stage_width\"":integer, \""stage_height\"":integer}\n    the game screen coordinates of the mouse click""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
92687c59,This event occurs when the player clicks on the button that provides a hint. It contains information about the state of the game when the player chooses to seek help. This event is usually followed by a 3010 (system-initiated instruction) event. It helps identify points that players feel are too difficult.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""level"",""type"":""int"",""info"":""number of the current level when the event takes place or 0 if no level""},{""name"":""round_target"",""type"":""object"",""info"":""“size”: size of item needed to pass round with 1 being the smallest size\r\n“type”: type of item being selected e.g. tub, water, soap\r\n“animal”: the animal the player is selecting an item for""},{""name"":""options"",""type"":""array->int"",""info"":""list of the sizes of the items from left to right""},{""name"":""animals"",""type"":""array->string"",""info"":""list of animals from left to right (pig, cow, sheep, etc)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
e4d32835,This event occurs when the player hovers the mouse over an interactive object. It contains information about the object under the mouse and the duration of the hover. This event can be used to diagnose things like planning (are they hovering the mouse over tiles for long periods before they use those tiles) and determine which objects the player thinks are important.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""dwell_time"",""type"":""int"",""info"":""how long the mouse cursor dwells over the object when the player dwells for longer than 1sec""},{""name"":""object"",""type"":""string"",""info"":""the object or piece of art the player clicked on""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
ab4ec3a4,This event occurs when the player hovers the mouse over an interactive object. It contains information about the object under the mouse and the duration of the hover. This event can be used to diagnose things like planning (are they hovering the mouse over tiles for long periods before they use those tiles) and determine which objects the player thinks are important.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""dwell_time"",""type"":""int"",""info"":""how long the mouse cursor dwells over the object when the player dwells for longer than 1sec""},{""name"":""object"",""type"":""string"",""info"":""the object or piece of art the player clicked on""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
5b49460a,"The start game event is triggered at the very beginning of the level (after the game finishes loading, don't wait for intro movie to finish). This is used to compute things like time spent in game.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""version"",""type"":""string"",""info"":""identifier of the current version of the game being played""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
cb6010f8,"The end of system-initiated feedback (Correct) event occurs when the game finishes delivering feedback to the player in response to a correct round attempt (pressing the go button with the correct answer). It contains information that describes the duration and content of the instruction and will likely occur in conjunction with a beat round event. These events are used to determine the effectiveness of the feedback. We can answer questions like ""how much time elapsed while the game was presenting feedback?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
29bdd9ba,The start game event is triggered at the very beginning of the level (after the game finishes loading don't wait for intro movie to finish). This is used to compute things like time spent in game.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""version"",""type"":""string"",""info"":""identifier of the current version of the game being played""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
a2df0760,This event occurs when the player drags a bowl to someplace other than the scale or plate in the play area. It contains information about the bowl being moved the destination and the state of the game area. This event is used to diagnose player strategies and understanding.,"[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""source"",""type"":""string"",""info"":""\""scale\"" or \""resources\"" where the bowl was picked up from""},{""name"":""has_toy"",""type"":""boolean"",""info"":""does this bowl have the toy in it?""},{""name"":""bowl_id"",""type"":""int"",""info"":""identifier of the bowl being placed. corresponds with starting position in resource area""},{""name"":""scale_contents"",""type"":""array->string"",""info"":""list of items on the scale""},{""name"":""position"",""type"":""int"",""info"":""position where the bowl was picked up from with 1 being the left side of the scale or resource area""},{""name"":""coordinates"",""type"":""object"",""info"":""dictionary: \n    {\""x\"":integer, \""y\"":integer, \""stage_width\"":integer, \""stage_height\"":integer}\n    the game screen coordinates of the mouse click""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
5154fc30,"The system-initiated instruction event occurs when the game delivers instructions to the player. It contains information that describes the content of the instruction. This event differs from events 3020 and 3021 as it captures instructions that are not given in response to player action. These events are used to determine the effectiveness of the instructions. We can answer questions like, ""did players who received instruction X do better than those who did not?""","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\n'audio' || 'animation' || 'other'""},{""name"":""total_duration"",""type"":""int"",""info"":""the estimated duration of the media playback in milliseconds (if it ran uninterrupted)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
c952eb01,"This event occurs when the player clicks on something that isn’t covered elsewhere. It can be useful in determining if there are attractive distractions (things the player think should do something, but don’t) in the game, or diagnosing players who are having mechanical difficulties (near misses).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the mouse click\ndictionary:\n{“x”:integer, “y”:integer, “stage_width”:integer, “stage_height”:integer}""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
3ee399c3,"This event occurs when the player clicks on something that isn’t covered elsewhere. It can be useful in determining if there are attractive distractions (things the player think should do something, but don’t) in the game, or diagnosing players who are having mechanical difficulties (near misses).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the mouse click\ndictionary:\n\n{“x”:integer, “y”:integer, “stage_width”:integer, “stage_height”:integer}""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
7da34a02,"This event occurs when the player clicks on something that isn’t covered elsewhere. It can be useful in determining if there are attractive distractions (things the player think should do something, but don’t) in the game, or diagnosing players who are having mechanical difficulties (near misses).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the mouse click\ndictionary:\n{“x”:integer, “y”:integer, “stage_width”:integer, “stage_height”:integer}""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
565a3990,"This event occurs when the player clicks on something that isn’t covered elsewhere. It can be useful in determining if there are attractive distractions (things the player think should do something, but don’t) in the game, or diagnosing players who are having mechanical difficulties (near misses).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the mouse click\ndictionary:\n{“x”:integer, “y”:integer, “stage_width”:integer, “stage_height”:integer}""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
5e109ec3,"This event occurs when the player picks up a crystal by clicking on it, or begins dragging a crystal. It contains information about the chest that was picked up and the position of the chest. This event is used to calculate accuracy and to diagnose player strategies and understanding.","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""crystal_id"",""type"":""string"",""info"":""unique identifier of the crystal""},{""name"":""weight"",""type"":""int"",""info"":""weight of the crystal that was picked up""},{""name"":""coordinates"",""type"":""object"",""info"":""the game screen coordinates of the placement\ndictionary:\n{“x”: integer, “y”: integer, “stage_width”: integer, “stage_height”: integer}""},{""name"":""source"",""type"":""string"",""info"":""“left”, “right”, or “resources” – location the crystal was picked up from""},{""name"":""crystals"",""type"":""array->object"",""info"":""list of the properties of the crystals in the resource area from left to right after the event occurs:\n{“id”: string – unique identifier of the crystal, “weight”: integer – weight of the crystal}""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
9e4c8c7b,"The end of system-initiated instruction event occurs when the game finishes delivering instructions to the player. It contains information that describes the content of the instruction including duration. These events are used to determine the effectiveness of the instructions and the amount of time they consume. We can answer questions like, “how much time elapsed while the game was presenting instruction?”","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""round"",""type"":""int"",""info"":""number of the current round when the event takes place or 0 if no round""},{""name"":""media_type"",""type"":""string"",""info"":""the type of media that has just played:\r\n'audio' || 'animation' || 'other'""},{""name"":""duration"",""type"":""int"",""info"":""the duration of the media playback in milliseconds""},{""name"":""description"",""type"":""string"",""info"":""the text or description of the instruction""},{""name"":""identifier"",""type"":""string"",""info"":""a unique identifier for this piece of instruction""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
ec138c1c,"The start round event is triggered at the start of each round. There is only one round per playthrough. This event provides information about the game characteristics of the round (i.e. resources, objectives, setup). It is used in calculating things like time spent in a round (for speed and accuracy), attempts at solving a round, and the number of rounds the player has visited (exposures).","[{""name"":""game_time"",""type"":""int"",""info"":""millisecond count since start of game""},{""name"":""stage_number"",""type"":""int"",""info"":""Stage of the game just started (1 or 2)""},{""name"":""event_count"",""type"":""int"",""info"":""session event counter""},{""name"":""event_code"",""type"":""int"",""info"":""event class identifier""}]"
